course_id,course_name,summary,category_name,duration_hours,recommended_grade,course_structure
236,java automation for beginners,в этом курсе вы рассмотрите основы языка java и усвоите все необходимые навыки для использования selenium webdriver.,Aqa,12.0,J,"1. java: введение в ооп и фп, 2. типы данных. операторы. циклы. массивы, 3. java ооп, 4. основные принципы ооп, 5. обобщения, 6. исключения, 7. строки. средства ввода-вывода, 8. коллекции, 9. автоматизация тестирования, 10. selenium ide. локаторы, 11. apache maven. полное погружение, 12. selenium webdriver (часть 1), 13. junit 5 и логирование, 14. selenium webdriver (часть 2), 15. page object pattern, 16. работа с логами и репортами, final test, фидбэк о курсе"
237,domain driven design (for .net),"learn domain driven design (ddd) by example with detailed coding sessions, video explanations and realistic assignments.",Devops + All Engineering,2.0,J,"1. introduction, 2. what is ddd, 3. ddd in practice, 4. a complete ddd example: from design to coding, 5. next steps, final test, feedback about the course"
238,intermediate react native,"in this course, we'll take a deeper look into what it takes to build a production-ready react native app, for example, how to build an infinite scrolling list, add authentication, store tokens, render images and icons, manage your app data, add app icons and a splash screen and more!",React Native,5.0,J,"introduction, build ios app, build android app, typescript intro, typescript for react native, typescript exercise, typescript solution, bottom navigation setup, creating bottom navigation, view & text, pressable and usestate, styling, props & usecallback, javascript libraries, react context, persisting data & async storage, scalability q&a, adding local images, network images, vector icons for nav, navbar icons & screen title, images & nav q&a, custom fonts, fonts q&a, layout animation, reanimated 2 setup, reanimated 2 animations, gestures, ios app icon, android app icon, ios splash screen, seamless transition, android splash screen, data visualization overview, wrapping up, final test, feedback about the course"
239,kubernetes administrator cka,"kubernetes is the most popular platform for container orchestration. more and more companies are adopting it. so, the need for it professionals with knowledge of kubernetes is higher than ever and increasing every year.",Devops + All Engineering,16.0,M,"module 1, module 2, module 3, module 4, module 5, module 6, module 7, module 8, module 9, module 10, module 11, module 12, module 13, module 14, module 15, module 16, module 17, module 18, module 19, module 20, final, feedback about the course"
240,software architecture rest api design - the complete guide,"this course takes you from the absolute basics of api to the most advanced topics. rest api is the standard of the web api world and all the major websites have it - twitter, amazon, facebook, google and many more. if you're designing a web app - the developers who are using it will expect it to have a rest api. but how can you make your rest api stand out? how can you convince the api users to actually use the api and not just take a quick look at it and go away?",Devops + All Engineering,4.0,J,"1. welcome, 2. api basics, 3. web apis, 4. rest basics, 5. introduction to beeceptor, 6. introduction to postman, 7. http verbs, 8. url structure, 9. response codes, 10. rest api documentation, 11. rest api versioning, 12. authentication & authorization, 13. performance, 14. monitoring, 15. advanced topics, 16. conclusion, final test, feedback about the course"
241,how to choose an employee,"в курсе рассказано, как формируются критерии оценки при подборе кандидатов и как принимать окончательное решение.",Hr/Recruiters,8.0,J,"формирование критериев оценки, выбор метода оценки для каждого критерия, интерпретация полученной информации и принятие решения, дополнительные материалы, итоговый тест, фидбэк о курсе"
242,математика для анализа данных,"курс предназначен для людей, желающих глубоко изучить методы анализа данных, но которым не хватает математического аппарата. на курсе слушатели получат необходимый минимум знаний и навыков в математике, чтобы после понимать, как устроены алгоритмы, как они устроены внутри, какие есть ограничения в их работе и как можно их усовершенствовать.",Data Science,64.0,J,"1. основы комбинаторики, 2. линейная алгебра, 3. математический анализ, 4. теория вероятностей, математическая статистика, дополнительные материалы, фидбэк по курсу"
243,"react summit remote edition 2021 (скрыт, очищен)",materials from one of the largest conferences for react js developers.,React,16.0,M,"api-first development with headless wordpress – matt landers, lessons learnt from building interactive react applications – siddharth kshetrapal, creating videos programmatically in react – jonny burger, turning the cloud inside out – nader dabit, react on the blockchain - the missing getting started guide – vladimir novick, platform-powered: building a frontend platform to scale as fast as you do – andrew hao, xstate: the visual future of state management – david khourshid, lessons to outlive react – shawn swyx wang, next.js — the hybrid architecture (ssg/ssr) for web developer modernization and scaling react – lee robinson, scaling components across multiple frameworks – adam bradley, building accessible react components – manjula dube, test kitchen: a recipe for good tests – iris schaffer, complex react migration: new solutions to old codebase problems – jason santos, road to a better ux with suspense and concurrent ui – nikhil sharma, draft.js, editor.js, slate.js: choosing t"
244,laravel 8,"in this course, you will build three different projects with laravel 8 including an advanced professional e-commerce site from a to z.",Php,80.0,J,"1. introduction, 2. laravel basic foundation with complete website, 3. laravel 8 multi authentication with jetstream, 4. build advance ecommerce project with laravel 8, 5. project admin panel setup, 6. project frontend template setup, 7. project frontend user profile setup, 8. project backend brand option setup, 9. backend category and subcategory option setup, 10. backend sub subcategory option setup, 11. backend add product option setup, 12. backend slider option setup, 13. frontend home page setup with multiple language, 14. frontend product details page setup, 15. frontend display product page setup, 16. frontend product tags setup, 17. frontend category wise product setup, 18. frontend product modal design setup, 19. frontend product add to cart setup, 20. frontend wishlist product option setup, 21. frontend cart product with ajax setup, 22. backend coupon system option setup, 23. backend shipping area division district option setup, 24. frontend coupon apply with ajax setup, 25. frontend checkout page s"
245,figma — designing mobile & web app (скрыт),you will learn how to create beautiful mobile & web user interfaces that you can then turn into live prototypes with the help of figma.,Ux/Ui,6.0,J,"1. introduction, 2. getting started with figma, 3. exploring figma, 4. figma tools in action, 5. designing our first mobile ui, 6. completing our mobile mockup, 7. prototyping, teams & sharing, 08 exporting from figma, 9. designing a web app ui, 10. conclusion, final test, feedback about the course"
249,graphdesign,"курс рассчитан на тех, кто хочет узнать, что такое доказательный дизайн и познакомиться с его принципами на практике.",Ux/Ui,10.0,M,"доказательный дизайн, идея логотипа, визуальное насыщение, фирменный стиль, брендбук, логобук, гайдлайн, итоговый тест, фидбэк о курсе"
250,grasp and gof design patterns,"паттерны – это именно те фичи, которые облегчают жизнь кодеру, они решают конкретную проблему каждый раз новым путём. благодаря этому курсу вы научитесь экономить свои силы и время, ведь паттерны — это уже готовые решения, нужно лишь понять принцип их работы .",Devops + All Engineering,14.0,J,"вступление, 2. ооп, 3. uml, 4. шаблоны grasp, 5. шаблоны gof — общее, 6. порождающие шаблоны gof, 7. структурные шаблоны gof, 8. поведенческие шаблоны gof , 9. антипаттерны, итоговый тест, фидбэк о курсе"
251,highload architect,"программа создана специально для веб-разработчиков, тимлидов команд веб-разработки, архитекторов, технических руководителей и специалистов, которые интересуются sre или работают в этой области.",Devops + All Engineering,60.0,M,"введение в высокие нагрузки, субд в высоконагруженных проектах, разработка бэкенда высоконагруженных сервисов, типовые архитектуры, фидбэк о курсе"
252,microservice architecture,"программа создана специально для back-end разработчиков, team lead и администраторов, готовых освоить best practice по разработке архитектуры программного обеспечения и сложных распределенных и отказоустойчивых систем.",Devops + All Engineering,42.0,M,"1. когда нужен монолит, а когда микросервисы и компоненты, 2. sidecar, ambassador, adapter паттерны. принципы работы, 3. паттерны и антипаттерны декомпозиции микросервисов, 4. sharding. принцип работы. реализация паттерна на примере распределенного поиска, 5. принципы организации сервисов. типы межсервисного взаимодействия, 6. введение в docker. обзор docker compose, 7. масштабирование stateless и stateful cервисов. паттерны кэширования в микросервисной архитектуре, 8. вопросы отказоустойчивости информационной системы. отложенные сообщения (очереди), 9. подходы к организации инфраструктуры — м"
255,english grammar in schemes,часто курсы английского языка создаются гуманитариями для гуманитариев и не учитывают особенности технического склада ума. этот курс создан «технарями для технарей». главная особенность курса — вcя грамматика английского и правила построения предложений представлены в виде простых схем.,English Courses,4.0,All,"preliminary test, 1. утверждение и отрицание, 2. общие вопросы, 3. специальные вопросы, 4. желания и действия, 5. заставляем работать и наблюдаем, 6. существование и местоположение объектов, 7. сравниваем предметы, 8. возможности и советы, 9. бонус — учебник english for information technology (pdf + mp3), final test, фидбэк о курсе"
256,rxswift ios,"rxswift framework is one of the most popular and frequently discussed frameworks in the ios ecosystem. learning rxswift will increase your chances of landing your dream job and even earn a higher salary at your existing job. this course does not require any knowledge of rxswift framework, you will learn everything throughout the course.",Ios,8.0,J,"1. introduction, 2. observables, 3. subjects, 4. implementing photo filter app using rxswift, 5. filtering operators, 6. to-do list app using filter operations, 7. transforming operators, 8. building news app using transforming operators, 9. combining operators, 10. beginning rxcocoa, 11. error handling, 12. mvvm with rxswift, 13. conclusion, final course test, feedback about the course"
257,developer to architect: mastering software architecture,"this course will show you how the docker and kubernetes tools work, tell about the architecture of software systems and solutions and creation of a technical stack.",Devops + All Engineering,26.0,M,"1. introduction, 2. performance, 3. scalability, 4. reliability, 5. security, 6. deployment, 7. technology stack, feedback about the course"
258,graphdb neo4j,"this course introduces you to the basics of using neo4j - the world's leading graph database, and its query language cypher. you'll learn graph database concepts, and gain practical skills in using neo4j.",Database,6.0,J,"1. welcome to the course, 2. getting set up, 3. querying basics — nodes and relationships, 4. querying basics — filtering, transforming, 5. querying basics — aggregation, and other basic functions, 6. create, 7. delete, 8. update, 9. working with null, 10. merge, 11. working with paths, 12. neo4j community, 13. feedback about the course"
259,ruby intro,"в этом курсе вы познакомитесь с ruby — динамическим языком, на котором написан мощный ruby on rails. мы рассмотрим основные конструкции ruby, а также узнаем о главных отличий этого языка от других популярных.",Ruby,2.0,J,"введение, типы данных, функции, фидбэк о курсе"
260,ruby essential,"курс ruby essential предназначен как для совершенных новичков в программировании, так и для начинающих специалистов, которые уже сталкивались с основами программирования в других языках и хотят познакомиться с базовыми понятиями языка ruby.",Ruby,4.0,J,"введение в ruby, базовые типы данных. работа с числами, строки. время и дата, массивы и хэши, управляющие структуры, методы и блоки, классы и объекты, фидбэк о курсе"
261,ruby advanced,"цель этого курса — познакомить слушателей с динамическими механизмами в ruby, в частности, с методами семейства eval, а также с динамическим созданием объектов.",Ruby,2.0,J,"динамические механизмы, обработка исключений, потоки, работа с файлами, итоговый тест, фидбэк о курсе"
262,ruby basic,"данный курс содержит пятьдесят интересных видеоуроков, которые помогут освоить один из самых динамических и высокоуровневых языков программирования — ruby.",Ruby,8.0,J,"первая программа, строки и числа, переменные, операторы, условные выражения, цикл while, методы, объекты и классы, свойства геттеры и сеттеры, attribute readers writers and accessors, символы, хэши и установка свойств, всё является объектом, массивы, блоки, наследование и полиморфизм, методы и переменные, класс, публичные и правильные методы, модули, вложенные модули и классы, callback на include модуля, аргументы из командной строки, запись и чтение файлов, конверсия типов, исключительные ситуации, создание собственных exceptions, константы, reflection и methodmissing, reflection kindof respondto send, syntax sugar, сингл"
263,автоматизатор мобильных приложений,курс «автоматизатор мобильных приложений» дает все необходимые навыки для самостоятельной настройки полного стека автоматизации с нуля.,Aqa,8.0,J,"введение в java и junit, инструменты мобильной автоматизации, простые сценарии в appium, сложные тесты, рефакторинг, настройка ios, работа с ios, непрерывная интеграция, mobile web, фидбэк о курсе"
264,appium — мобильное автоматизированное тестирование (скрыт),"appium is a 200+ lecture course on mobile automation from the basics with examples on real projects. students will learn everything they need to know about mobile automation (android + ios), even if they have never programmed before.",Aqa,32.0,J,"introduction to appium and course plan, appium installation instructions for windows & mac, getting started with mobile testing using appium code, in depth understanding of android native apps automation with appium, advanced gestures automation with key events handling using appium, automation on real android device apps with appium and its rules, real time ecommerce app — end to end practise exercises, hybrid app automation with appium to switch from apps to web browser, mobile chrome browsers automation with appium — real time examples, getting started with ios automation using appium on mac, automate ios advance gestures functionalities with appium, ios real device automation testing guidelines with example, framework learning plan (must watch), appium framemwork — part 1. learn testng basics, framework — part 2. maven (build management tool), framework — part 3. jenkins — continuous integration tool, pageobject pattern & page factory, appium hybrid framework design, part 1 (design patterns),"
265,testing ruby with rspec: the complete guide,this course offers a comprehensive overview of the rspec testing library for the ruby programming library. rspec is the most popular ruby gem of all time. the benefits of testing go beyond the code base.,Aqa,8.0,J,"1. introduction, 2. subjects, shared examples, and shared context, 3. built-in matchers, 4. mocks, 5. conclusion, feedback about the course"
266,system design,"architectural and systems engineering skills are vital for developers to crack interviews and maximise opportunities for work and consultancy. this course helps you understand and apply system design principles, including its various domains and options.",Devops + All Engineering,6.0,M,"1. introduction to latency and througput, 2. load balancing, 3. proxy in systems, 4. caching in system design, 5. hashing [important], 6. replication and sharding [important], 7. leader election [important], 8. publish & subscribe [important], 9. facebook news feed [system design], 10. stockbroker [system design], 11. google drive [system design], feedback about the course"
267,ui testing with jetpack and androidx,this course will deepen your knowledge of user interface testing by writing real tests for a demo application.,Android,3.0,J,"module 1, module 2, module 3, module 4, final test, feedback about the course"
268,unit testing for android developers (скрыт),в данном курсе рассматриваются вопросы организации unit тестирования в android разработке. курс позволяет получить навыки формирования и проведения тестов при создании android приложений.,Android,4.0,J,"основы тестирования в android-разработке, применение фреймворка junit, использование фреймворка mockito, применение фреймворка robolectric, test-driven development (tdd), итоговый тест, фидбэк о курсе"
269,"ruby on rails 6 (скрыт, очищен)","in this course, you will learn how to create a ruby on rails application. you will gain a thorough understanding of rails and the key design principles and techniques to help you build robust and flexible applications yourself.",Ruby,9.0,J,"introduction, module 1, module 2, module 3, module 4, module 5, module 6, module 7, module 8, feedback about the course"
270,learn to code with ruby,"a detailed overview of coding with ruby, a popular programming language known for its simplicity and elegance. this course is suitable for those who have never programmed before or would like to learn a new language.",Ruby,32.0,J,"1. introduction and installation, 2. getting started, 3. numbers and booleans, 4. strings i, 5. methods and conditionals i, 6. methods and conditionals ii, 7. ranges, 8. arrays i — creation, addition, and modification, 9. arrays ii — iteration and various methods, 10 strings ii, 11. arrays iii — bonus methods, 12. hashes i, 13. hashes ii, 14. blocks, procs, and lambdas, 15. the time object, 16. file input and output, 17. regular expressions, 18. classes i, 19. modules and mixins, 20. classes ii, 21. classes iii, 22. reading and writing documentation, 23. conclusion, feedback about the course"
271,growth mindset for agile delivery,"a growth mindset is synonymous with an agile mindset. it is a belief in the ability to learn and adapt. a fixed mindset represents the opposite; it believes that our abilities are fixed that and talent is all we have. leaders and practitioners in any field can develop agility and be prepared for the future of business, creative work, and customer-centricity. marketers, hr managers, finance leaders, product designers, content creators, sales representatives — any discipline can benefit from this mindset and way of working.",Pm/Dm,8.0,M,"модуль 1, модуль 2, модуль 3, модуль 4, модуль 5, фидбэк о курсе"
272,kubernetes for devops,"на этом курсе вы научитесь создавать kubernetes кластер на windows, amazon web services и google cloud platform. также использовать k8s команды для управления кластером (kubectl) и писать manifest-файлы. мы рассмотрим основы и научимся создавать и управлять главными компонентами kubernetes кластера (pods, deployments, services).",Devops + All Engineering,4.0,J,"введение, kubernetes, итоговый тест, фидбэк о курсе"
274,tough negotiations,"этот тренинг позволит вам научиться вести сложные переговоры правильно, чтобы при встрече с «хищным» оппонентом вы не чувствовали неуверенность в себе и растерянность.",Hr/Recruiters,9.0,M,"материалы, борьба за выгоду. как отстоять свои интересы, модели поведения, давление и манипуляции в переговорах, эмоции в переговорах, финальный тест, фидбэк о курсе"
277,mid-course-test а2+,mid-course-test а2+,English Tests,1.0,,test a2
279,certified kubernetes administrator,"kubernetes is one of the highest trending technology in cloud computing as of today. kubernetes had the fastest growth in job searches, over a 173% from a year before as reported recently by a survey conducted by indeed.",Devops + All Engineering,20.0,M,"01 introduction, 02 core concepts, 03 scheduling, 04 logging & monitoring, 05 application lifecycle management, 06 cluster maintenance, 07 security, 08 storage, 09 networking, 10 design and install a kubernetes cluster, 11 install kubernetes the kubeadm way, 12 troubleshooting, 13 other topics, 14 mock exam, final test, feedback about the course"
280,"gitlab ci: pipelines, ci/cd and devops",i will try is to explain to you the basics and offer you enough practice opportunities so that you can apply what you learn easily in your own projects as well. i will show you how to build pipelines with gitlab ci.,Devops + All Engineering,6.0,M,"01 introduction, 02 basic ci/cd workflow with gitlab ci, 03 gitlab ci fundamentals, 04 yaml basics, 05 using gitlab ci to build and deploy a java application to aws elastic beanstalk, final test, feedback about the course"
284,aqa java internal,основы автоматизированного тестирования java.,Aqa,16.0,J,"базовая теория автоматизации, git, ci/cd, jvm, знакомство с java и maven, архитектура фреймворка, паттерны, локаторы, ожидания, форматы данных. json, xml, сериализация, десериализация, репортеры, фидбэк о курсе"
287,sourcing advanced,"этот курс поможет вам автоматизировать свою работу, узнать, как выстраивать процесс сорсинга и управлять командой сорсеров, как работать с датой и дубликатами, и как скрейпинг помогает находить нужных кандидатов.",Hr/Recruiters,4.0,M,"search engines, boolean search, xray , автоматизация сорсинга и работа с данными, автоматизация аутрича, введение функции сорсинга в компании, скрепинг для сорсинга (ирина шамаева), стратегия поиска и итеративный сорсинг, выстраивание процесса сорсинга (схемы сорсер рекрутер), управление командой сорсеров, дополнительные материалы, итоговый тест, фидбэк о курсе"
298,как презентовать компанию (recruiters),"в этом курсе вы прокачаете навык по презентации компании на собеседовании, а также узнаете больше об этике и эстетике собеседований.",Hr/Recruiters,10.0,J,"1. как презентовать компанию (м. хомич), 2. этика и эстетика проведения собеседований (а.самойлов), фидбэк о курсе"
301,sql and postgresql (скрыт),"вы научитесь читать и писать сложные запросы к базам данных, используя один из самых востребованных языков программирования — sql — и супер востребованную субд — postgresql. все те знания, которые вы получите на курсе, легко применимы и к другим субд, таким как mysql, microsoft sql server, oracle.",Sql,24.0,J,"01 введение в sql, 02 простые запросы с select, 03 соединения — joins, 04 подзапросы, 05 ddl — управляем бд и таблицами, 06 проектирование бд, 07 представления (views), 08 логика с case, coalesce и nullif, 09 функции sql и pl_pgsql, 10 ошибки и их обработка, 11 приведение типов данных, 12 индексы, 13 массивы, 14 пользовательские типы, 15 продвинутая группировка с cube и rollup, 16 знакомство с psql, 17 импорт данных, 18 cte — common table expressions, 19 оконные функции, 20 транзакции, 21 триггеры, 22 безопасность в postgresql, финальный тест, фидбэк о курсе"
302,aqa javascript internal,основы автоматизированного тестирования javascript.,Aqa,10.0,J,"базовая теория автоматизации, пирамида автоматизированного тестирования, git, ci/cd, javascript basics, архитектура фреймворка, паттерны, локаторы, ожидания, глубокое погружение, форматы данных. json, xml, сериализация, десериализация, репортеры (allure 3.0, report portal), финальный тест, фидбэк о курсе"
303,camunda,"in this course, you will learn what is camunda bpm and how to use it in your work.",Java,8.0,M,"tutorial intro, camunda & spring boot, additional materials, final test, feedback about the course"
304,sales in recruiting,"воронка рекрутинга — это очень мощный аналитический инструмент работы с вакансией, который сразу показывает, где у вас проблема. воронка работает по аналогии с продажами, на входе у вас потенциальные кандидаты, а на выходе наймы. и все искусство заключается в построении такой воронки, которая сможет гарантированно из кандидатов делать наймы.",Hr/Recruiters,6.0,J,"1. что не так с вашей воронкой найма, 2. перестраиваем воронку, 3. копирайтинг, сторителинг и продающие тексты, 4. взаимодействие с кандидатом и обратная связь, 5. работа с проблемными вакансиями, 6. переписка с мегапассивными кандидатами, как их активизировать, итоговый тест, фидбэк о курсе"
306,gdpr 2.0 (скрыт),"в этом курсы вы узнаете, что такое gdpr (general data protection regulation) и как с его помощью осуществляется защита персональных данных.",Devops + All Engineering,4.0,J,"что такое gdpr, контролёр и процессор, передача персональных данных в третьи страны или международным организациям, дополнительные материалы, итоговый тест, фидбэк о курсе"
308,safe devops,"курс поможет инженерам, руководителям проектов, руководителям высшего и среднего звена научиться понимать выгоды оптимизации и автоматизации потока создания ценности. участники узнают о devops-культуре и осознают необходимость вовлечения каждого сотрудника компании, смоделируют создание конвейера непрерывного интегрирования и развертывания решений, с использованием собственного контекста.",Pm/Dm,14.0,M,"вводное занятие, занятие 2, занятие 3, занятие 4, занятие 5, фидбэк о курсе"
309,design of it system integrations (for ba/sa),"это курс для ит-аналитиков и проектировщиков, знакомых с техникой use cases (сценарии использования) и разработкой требований к качеству по, которым необходимо разобраться в теме интеграций и научиться проектировать взаимодействие ит-систем.",Ba/Sa,24.0,J,"основы интеграции ит-систем, анализ требований к интеграции, моделей и потоков данных, проектирование межсистемного взаимодействия, проектирование интеграции через rest-api, проектирование интеграции через шину, финальный тест, фидбэк о курсе"
310,kafka for beginners (скрыт),"learn apache kafka 2.0 ecosystem, core concepts, real world java producers/consumers & big data architecture",Java,10.0,J,"kafka introduction, kafka theory, starting kafka, cli (command line interface) 101, kafka ui, kafka java programming 101, kafka real world project, kafka twitter producer & advanced configurations, kafka elasticsearch consumer & advanced configurations, kafka ecosystem & real-world architectures, kafka extended apis for developers, real world insights and case studies (big data, fast data), kafka in the enterprise for admins, advanced topics configurations, annexes, annex — starting kafka differently, next steps, final test, feedback about the course"
311,kafka streams,"learn the kafka streams api with hands-on examples, learn exactly once, build and deploy apps with java 8.",Java,6.0,J,"kafka streams — first look, end to end kafka streams application — word count, kstreams and ktables simple operations (stateless), practice exercise — favouritecolour, kstreams and ktables advanced operations (stateful), exactly once semantics — theory, exactly once semantics — practice exercise — bankbalance, joins — kstream to globalktable example, testing your kafka streams application, next steps, feedback about the course"
312,kafka connect hands-on learning,"kafka connect — learn how to source twitter data, store in apache kafka topics & sink in elasticsearch and postgresql.",Java,6.0,J,"course introduction, kafka connect concepts, setup and launch kafka connect cluster, troubleshooting kafka connect, kafka connect source — hands on, kafka connect sink — hands on, writing your own kafka connector, advanced concepts, feedback about the course"
313,getting started with azure,"azure is an incredibly important resource for companies. knowing how to make the best use out of azure is a powerful skill to have. learn how to secure azure, how to manage your costs, and how to delegate work to your team in this getting started course.",.Net,16.0,J,"introduction, setting up an azure account, basic navigation and configuration, resource groups, azure web apps, azure sql, azure functions, cosmosdb, other services, cost management, security, conclusion, final test, feedback about the course"
314,java patterns,"что такое паттерны или шаблоны проектирования? это лучшие архитектурные решения, выработанные профессиональными разработчиками за десятилетия.",Java,10.0,J,"введение, паттерны проектирования, итоговый тест, фидбэк о курсе"
315,50 english grammar mistakes,"if you want to improve your english grammar and use english grammar intuitively, this is the right course. also, in this english grammar course, you learn the most common english grammar mistakes people make and how to stop making those english grammar mistakes in the future.",English Courses,6.0,All,"intro, 50 awful grammar mistakes you make every day, final test, feedback about the course"
316,java design patterns,"we cover all of the gang-of-four patterns, in addition to some other lesser-known ones. you will learn how design patterns fit into the big picture in java.",Java,18.0,J,"materials, introduction, abstract class pattern (plopd4), builder pattern (gof and effective java), essence pattern (plopd4), memento pattern (gof), proxy pattern (gof), flyweight pattern (gof), strategy pattern (gof), null object pattern (plopd3), iterator pattern (gof), factory method (gof and refactoring), template method pattern (gof), composite pattern (gof), visitor pattern (gof), acyclic visitor pattern (plopd3), object recursion pattern (plopd4), default visitor pattern (plopd3), adapter pattern (gof), command pattern (gof), decorator pattern (gof), extension object pattern, singleton pattern (gof), state pattern (gof), facade pattern (gof), prototype, abstract factory pattern (gof), interpreter pattern (gof), mediator pattern (gof), observer pattern (gof), bridge pattern (gof), chain of responsibility pattern (gof), conclusion, final test, feedback about the course"
317,english in 10 weeks,"курс позволит быстро и эффективно получить знания английского языка, достаточные для повседневного общения. в курсе собраны только те темы, которые необходимы для общения на английском языке.",English Courses,6.0,All,"введение, основы английского языка, statemens — высказывания, неделя 2. general questions — общие вопросы, special questions — специальные вопросы, infinitive — инфинитив, complex object — сложное дополнение, there is / are, degrees of comparison — степени сравнения, modal verbs — модальные глаголы, итоговый тест, фидбэк о курсе"
318,english for beginners,"it is a must-have english language course for complete beginners in english, who want to reach the intermediate level of spoken english language in the shortest time possible.",English Courses,80.0,All,"instruction, chapter 1, chapter 2, chapter 3, chapter 4, chapter 5, chapter 6, chapter 7, final test, feedback about the course"
319,intermediate-advanced intensive spoken english,it is a must-have spoken english language course for those who want to reach the advanced level of spoken english language in the shortest time possible and to practice english language conversations as much as possible.,English Courses,58.0,All,"introduction, main part, final test, feedback about the course"
320,english grammar from a to z,it's a must-have course for anyone who wants to master english grammar and know how to use it in real life.,English Courses,8.0,All,"1. introduction, 2. parts of speech vs parts of the sentence, 3. be, it is, there is, 4. english tenses, 5. modal verbs, 6. active voice vs passive voice, 7. conditionals, 8. noun clauses, 9. adjective clauses, 10. gerunds, infinitives, relative pronouns, participles, 11. used to, 12. have something done, get something done, 13. verbs of perception, 14. articles a, an and the, 15. adjectives. comparatives, superlatives, 16. expressions with future meanings, 17. confusing verbs, 18. short answers. neither, nor, either, so, 19. tag questions, 20. conclusion, feedback about the course"
321,spoken english conversation + culture,"stop feeling like a different person in english... with english language pro, be fluent and be you!",English Courses,10.0,All,"01 welcome to english language fluency!, 02 casual greetings and saying goodbye, 03 asking questions, 04 describing people & introductions, 05 health and fitness, 06 hobbies and interests, 07 dating, family, friends, 08 food and drink, 09 travel, transport, directions, 10 business english and work, 11 school and education, 12 time and memory, 13 technology and science, 14 weather english, final test, feedback about the course"
322,basic english grammar (a1−b2),"после прохождения этого курса вы поймете всю основную грамматику английского до b2 (intermediate). курс сделан так, чтобы вы смогли использовать свои знания в реальной жизни, а не только в тестах.",English Courses,10.0,All,"введение, артикли и произношение, времена: настоящее, прошлое, будущее, основная грамматика, фидбэк о курсе"
323,english for it: communication,the ability to confidently communicate in english in a cross-cultural team makes you a high-level specialist. it is easier for you to integrate into the team and work processes.,English Courses,14.0,All,"module 1. polite english & it emailing, module 2. cross-cultural communication & giving feedback, module 3. networking and small talk, module 4. presentations & demos, module 5. meetings & chatting, module 6. cv & linkedin, feedback about the course"
324,practical tls,"this course is a deep dive into ssl and tls, the protocols which secure the internet .",Devops + All Engineering,10.0,J,"module 1 — tls/ssl overview, module 2 — cryptography, module 3 — x509 certificates and keys, module 4 — security through certificates, module 5 — cipher suites, module 6 — tls/ssl handshake, module 7 — tls defenses, feedback about the course"
325,microservices with spring cloud,"this course provides a good, solid introduction to the topic of the microservices architectural style, and combines this with practical experience gained by working through the exercises featuring spring cloud.",Java,10.0,M,"1. getting started, 2. microservices the basics, 3. use case spring rest services implementation, 4. spring cloud configuration server control configurations with spring cloud, 5. eureka service discovery, 6. routing with spring cloud and netflix zuul, 7. resiliency with spring cloud and netflix projects, 8. distributed tracing, final course test, feedback about the course"
326,".net core microservices (скрыт, очищен)","изучите реализацию микросервисов с webapi, .net core mvc в .net 6, с сервисной шиной в azure и duende identity server.",.Net,12.0,M,"введение, api для товаров (базовая установка), api для товаров (продвинутая настройка), crud операции для товаров, сервер идентификации (identity server), страницы home и details, api для корзины покупок, настройка использования api корзины покупок из основного приложения asp.core mvc, настройка страницы корзины покупок, api для купонов, настройка использования api купонов, настройка checkout, сервисная шина azure, настройка odrer api, 15 - синхронные коммуникации в микросервисной архитектуры, настройка платежей, очереди, gateway ocelot, финальный тест, фидбэк о курсе"
327,master native english,"this course contains everything you need to start using the english language naturally, and feel confident in your english skills.",English Courses,16.0,All,"01 - course overview, 02 - describing things, 03 - tough verb tenses, 04 - inviting friends, 05 - comparing things, 06 - making inquiries, 07 - daily routine, 08 - starting conversations, 09 - having discussions, 10 - progress and stories, 11 - ordering in a restaurant, 12 - movies and tv, 13 - giving advice, 14 - the future, 15 - english exercises part 1 and 2, 16 - time words, 17 - writing emails, 18 - daily tasks, 19 - quantifiers, 20 - making a presentation, 21 - expressions for disagreement of difficulty, 22 - technical descriptions, 23 - expressions in common situations, 24 - booking a hotel, 25 - meetings, 26 - cuisine and cooking, 27 - picking someone up at the airport, 28 - explaining information, 29 - how to debate, 30 - course conclusion, final test, feedback about the course"
